time_stamp,date_time,user_agent,client_ip,uri
1601575900,2020-10-02 03:11:40.859580,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",157.82.194.41,http://sensors.nakao-lab.org/table/komaba
1601617186,2020-10-02 14:39:46.903348,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",126.162.95.247,http://sensors.nakao-lab.org/table/komaba
1601760946,2020-10-04 06:35:46.855047,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",133.11.240.97,http://sensor-ut.appspot.com/table/yayoi
1601761281,2020-10-04 06:41:21.303934,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",133.11.240.97,http://sensor-ut.appspot.com/table/yayoi
1601712678,2020-10-03 17:11:18.751551,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",111.98.67.161,http://sensors.nakao-lab.org/table/komaba?fbclid=IwAR2Ix0ujnBOnApgTgeyc_V1cOvNMJv53iotH4t27VfKJ1A7R9BJqbnOcohY
1601605390,2020-10-02 11:23:10.768085,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",133.11.240.97,http://sensor-ut.appspot.com/table/yayoi
1601683479,2020-10-03 09:04:39.186537,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Safari/605.1.15",126.66.223.133,http://sensors.nakao-lab.org/table/komaba
1601684785,2020-10-03 09:26:25.058356,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36",54.187.39.31,http://sensors.nakao-lab.org/table/yayoi
1601567349,2020-10-02 00:49:09.320900,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:81.0) Gecko/20100101 Firefox/81.0,153.203.76.245,http://sensors.nakao-lab.org/table/komaba
1601525235,2020-10-01 13:07:15.375493,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",133.11.240.97,http://sensors.nakao-lab.org/table/yayoi
1601748042,2020-10-04 03:00:42.888648,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",133.11.240.97,http://sensor-ut.appspot.com/table/yayoi
1601602323,2020-10-02 10:32:03.347289,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",133.11.240.97,http://sensors.nakao-lab.org/table/yayoi
1601564708,2020-10-02 00:05:08.408508,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",61.210.205.26,http://sensors.nakao-lab.org/table/komaba
1601707101,2020-10-03 15:38:21.889452,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",133.11.240.97,http://sensors.nakao-lab.org/table/yayoi
1601664038,2020-10-03 03:40:38.600929,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",133.11.240.97,http://sensor-ut.appspot.com/table/yayoi
1601535116,2020-10-01 15:51:56.000817,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15",123.225.196.137,http://sensors.nakao-lab.org/table/komaba
1601594094,2020-10-02 08:14:54.302928,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Safari/605.1.15",126.66.223.133,http://sensors.nakao-lab.org/table/komaba
1601638483,2020-10-02 20:34:43.799091,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",133.11.240.97,http://sensor-ut.appspot.com/table/yayoi
1601562586,2020-10-01 23:29:46.072620,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",133.11.240.97,http://sensors.nakao-lab.org/table/yayoi
1601511288,2020-10-01 09:14:48.198941,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",126.162.95.247,http://sensors.nakao-lab.org/table/komaba
1601571333,2020-10-02 01:55:33.378850,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",60.70.120.167,http://sensors.nakao-lab.org/table/komaba
1601565378,2020-10-02 00:16:18.055724,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",153.242.67.141,http://sensors.nakao-lab.org/table/komaba
1601510681,2020-10-01 09:04:41.733508,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:81.0) Gecko/20100101 Firefox/81.0,153.246.133.75,http://sensors.nakao-lab.org/table/komaba
1601664338,2020-10-03 03:45:38.338458,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",133.11.240.97,http://sensors.nakao-lab.org/table/yayoi
1601532944,2020-10-01 15:15:44.919180,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",153.242.67.141,http://sensors.nakao-lab.org/table/komaba
1601751910,2020-10-04 04:05:10.954863,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",133.11.240.97,http://sensor-ut.appspot.com/table/yayoi
1601571951,2020-10-02 02:05:51.582680,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/85.0.4183.109 Mobile/15E148 Safari/604.1",157.82.194.41,http://sensors.nakao-lab.org/table/komaba
1601594845,2020-10-02 08:27:25.055460,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",133.11.240.97,http://sensor-ut.appspot.com/table/yayoi
1601737938,2020-10-04 00:12:18.805752,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",133.11.240.97,http://sensor-ut.appspot.com/table/komaba
1601603894,2020-10-02 10:58:14.070007,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36 Edg/85.0.564.63",114.177.103.9,http://sensors.nakao-lab.org/table/komaba
1601711476,2020-10-03 16:51:16.656532,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",111.98.67.161,http://sensors.nakao-lab.org/table/komaba?fbclid=IwAR2Ix0ujnBOnApgTgeyc_V1cOvNMJv53iotH4t27VfKJ1A7R9BJqbnOcohY
1601541613,2020-10-01 17:40:13.836628,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:81.0) Gecko/20100101 Firefox/81.0,153.246.133.75,http://sensors.nakao-lab.org/table/komaba
1601550072,2020-10-01 20:01:12.151087,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",153.242.67.141,http://sensors.nakao-lab.org/table/komaba
1601697477,2020-10-03 12:57:57.318920,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",133.11.240.97,http://sensor-ut.appspot.com/table/yayoi
1601586328,2020-10-02 06:05:28.356372,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15",202.214.198.238,http://sensors.nakao-lab.org/table/komaba
1601617795,2020-10-02 14:49:55.155386,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",126.162.95.247,http://sensors.nakao-lab.org/table/komaba
1601706425,2020-10-03 15:27:05.581816,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",106.72.130.224,http://sensors.nakao-lab.org/table/yayoi
1601615438,2020-10-02 14:10:38.807586,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",113.33.211.193,http://sensor-ut.appspot.com/table/yayoi
1601547619,2020-10-01 19:20:19.142860,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",153.242.67.141,http://sensors.nakao-lab.org/table/komaba
1601667571,2020-10-03 04:39:31.308041,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Safari/605.1.15",126.66.223.133,http://sensors.nakao-lab.org/table/komaba
1601512416,2020-10-01 09:33:36.829765,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",126.162.95.247,http://sensors.nakao-lab.org/table/komaba
1601698080,2020-10-03 13:08:00.681248,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",133.11.240.97,http://sensor-ut.appspot.com/table/yayoi
1601740464,2020-10-04 00:54:24.299852,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",133.11.240.97,http://sensor-ut.appspot.com/table/yayoi
1601583488,2020-10-02 05:18:08.554383,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,133.11.111.12,http://sensors.nakao-lab.org/table/komaba
1601640890,2020-10-02 21:14:50.592022,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",133.11.240.97,http://sensor-ut.appspot.com/table/yayoi
